,USER_ID,SESSION_ID,TIMESTAMP,ITEM_ID,EVENT_TYPE,EVENT_VALUE,SERVICE_TYPE,USER_LOCATION,SERVICE_LOCATION,SERVICE_TIME,SERVICE_PRICE
969,d1ab801a-d6c5-4183-acdd-f8cdd10b6090,3d70c5c6-f564-4088-ad21-a113d87a19bb,1555266600,TIJ,Booking,0.99,FLIGHTS,ZAD,TIJ,1576693800,87
970,db8726a8-2a31-4885-994c-bb3c575bda82,eb4ed515-fb1d-4efc-a50a-7f7c1cfe4513,1571077800,SM1,Booking,0.99,FLIGHTS,AAZ,SM1,1577385000,65
971,7e5e2ad3-b9c9-4bfb-9c65-e6297e210a4f,75ffb14f-82bb-40dd-8a66-0c11ac989d3e,1558031400,LEO,View,0.66,FLIGHTS,CJU,LEO,1575570600,65
972,e34daa5d-fb80-416b-9bf5-5537bbfed7a6,9872e775-4785-44f0-bfa7-cbc21bdd4f47,1558117800,TSN,Booking,0.99,FLIGHTS,SJJ,TSN,1577385000,77
973,19b85e39-01c2-43ef-9ae9-de6858339e56,c6467bef-2020-43b1-9f3b-1711acd26fe1,1561919400,INT,Booking,0.99,FLIGHTS,STP,INT,1575225000,133
974,3a82b13e-f4aa-4a26-a22c-05c965572788,a7b22f3c-47d4-4a3d-9153-39ed7c61639e,1557945000,IXC,Booking,0.99,FLIGHTS,INV,IXC,1577471400,146
975,04d47ac6-9f75-4975-a1e0-bdf0d603f713,f4c56cbd-663f-4540-ad39-cc2b7680ca7e,1566239400,DXB,Booking,0.99,FLIGHTS,VIK,DXB,1577471400,74
976,e34daa5d-fb80-416b-9bf5-5537bbfed7a6,b2898187-6087-484e-876f-2f6617223182,1569522600,WRE,View,0.66,FLIGHTS,INT,WRE,1576780200,130
977,33a08846-cfdb-48d0-b2e1-f96e29d04dd7,8bb27d0a-0ab2-4e31-b365-e8931bb35503,1571164200,KUL,Search,0.33,FLIGHTS,BKI,KUL,1575138600,0
978,e09c722a-7b00-4a62-9205-ea40a984427e,74dd7303-1f6a-480a-bd04-78e7786acee4,1554489000,CUA,Booking,0.99,FLIGHTS,ALY,CUA,1576607400,77
979,ab6f6055-0070-47bd-8ec6-5358086426d0,a1525284-d785-45f9-9b4c-e99cb57af63d,1567449000,ARH,Search,0.33,FLIGHTS,SM1,ARH,1576953000,0
980,28016f4a-8711-4202-a8a0-1703f69741a1,052faf90-ba2b-40e7-b667-37b00fc5455a,1562437800,MV,Booking,0.99,FLIGHTS,AMM,MV,1576953000,64
981,e4f9909f-defe-47c0-846f-3e35ef5c4b20,e3eb7c30-8a83-415e-b0bd-e9f3d6ac675c,1559068200,SKP,Search,0.33,FLIGHTS,KCT,SKP,1577039400,0
982,19b85e39-01c2-43ef-9ae9-de6858339e56,fb50ec55-33ad-4722-8193-9a8b3008534a,1556130600,PIR,Search,0.33,FLIGHTS,BJT,PIR,1576434600,0
983,6861966e-930e-4a42-ab6e-eed13e3d3be4,6061ed46-2359-40a1-a507-4ce682364e88,1567708200,NOV,Booking,0.99,FLIGHTS,QQY,NOV,1577471400,146
984,7e5e2ad3-b9c9-4bfb-9c65-e6297e210a4f,25296cab-83b5-402f-8ba1-97ad44341cd6,1554834600,GYD,Search,0.33,FLIGHTS,BEC,GYD,1576521000,0
985,a4f35905-71ab-46ac-b262-ac7d93f7eb73,fe0d6c7a-6290-4086-b335-4201dc29f21f,1554748200,PLS,Booking,0.99,FLIGHTS,ATQ,PLS,1577471400,97
986,8f630673-631e-4981-bf4e-af479e0130fc,49553118-61b1-48b3-b3d8-6936616afa91,1557513000,SAA,View,0.66,FLIGHTS,SPU,SAA,1577039400,148
987,fccb9b37-a702-4427-9b6e-9c6c8aba8256,56568c35-a668-44b8-a473-0e07e2ac6563,1554229800,YGK,View,0.66,FLIGHTS,CTR,YGK,1575570600,143
988,e4f9909f-defe-47c0-846f-3e35ef5c4b20,dcd19941-d136-4580-b534-890418100b1a,1573324200,MV,Booking,0.99,FLIGHTS,HLK,MV,1577039400,144
989,ba00f623-83da-41da-a534-d6b2cdca897,ebb3fb2c-ae4f-4597-81ba-e5b1edad277f,1572633000,HSI,View,0.66,FLIGHTS,SBS,HSI,1577471400,95
990,e4f9909f-defe-47c0-846f-3e35ef5c4b20,3c7157cf-e9b9-4bf5-b3ef-855fe45ee9e0,1563733800,RUN,Search,0.33,FLIGHTS,CGO,RUN,1576607400,0
991,8b90819a-37d6-4975-ba77-7a56c797cea2,8c879a25-05df-4426-8d67-4ec940fc7f0f,1560537000,ROI,Booking,0.99,FLIGHTS,YHG,ROI,1576953000,98
992,ec36c667-e321-45ca-8694-9742edfd5a55,f13986b1-9c7f-4ad5-aa49-68d7b1bebfb1,1574620200,SIC,View,0.66,FLIGHTS,VER,SIC,1577471400,85
993,e09c722a-7b00-4a62-9205-ea40a984427e,41c37861-0139-4091-b355-c420563d365e,1558204200,MPT,View,0.66,FLIGHTS,SVQ,MPT,1575397800,128
994,ab6f6055-0070-47bd-8ec6-5358086426d0,12c71f2b-e691-4f42-b0bf-516bec976430,1560450600,DLC,Booking,0.99,FLIGHTS,CLV,DLC,1577385000,118
995,a7981edb-234d-42ce-938a-8dd7aed43c98,cd012dfb-c28e-440e-b25f-0a5b2080a24b,1564943400,VF,Booking,0.99,FLIGHTS,LGK,VF,1577385000,75
996,12e0a919-0b3e-4471-8faa-926fcc1f53ee,8f2e3d61-54e8-415f-aa9a-8d45c458b639,1565721000,KAE,View,0.66,FLIGHTS,DEL,KAE,1577212200,122
997,cf06662f-a20f-404b-8788-78fecd48c407,1cdab68b-43f7-42f4-ae06-d3bca4900d44,1567449000,KL2,Booking,0.99,FLIGHTS,CCS,KL2,1576607400,73
998,1310863b-b43f-49d2-bad1-3d4d3b46eddb,e3d98d14-4e15-49e1-a2b8-776aee0dff83,1558636200,CHX,Search,0.33,FLIGHTS,LAU,CHX,1576866600,0
999,86f33401-fa47-4cb0-a9be-acc56f328706,452be54d-9882-4c9f-8a18-647d16ebdefb,1574274600,AMI,View,0.66,FLIGHTS,BHZ,AMI,1575484200,141
1000,db8726a8-2a31-4885-994c-bb3c575bda82,7c69e2b3-871e-4371-b8e3-1cea7f4df326,1560969000,GDN,View,0.66,FLIGHTS,NAL,GDN,1576953000,107
1001,c11573a1-5008-42f4-b40a-43e79504624b,6389ecd6-0c0f-4f3e-b54d-b0a6ea3f219e,1571682600,BTV,View,0.66,FLIGHTS,BHZ,BTV,1576953000,132
1002,6861966e-930e-4a42-ab6e-eed13e3d3be4,d9ab5d68-a34b-4705-b424-f9eee24d0925,1562783400,SBZ,View,0.66,FLIGHTS,HKG,SBZ,1576607400,91
1003,4da565db-a67e-4a17-a9a6-147a5970deba,3add75b4-27e3-4c84-9df5-dc6ee5e699c6,1558722600,MDV,View,0.66,FLIGHTS,DDE,MDV,1576866600,102
1004,db8726a8-2a31-4885-994c-bb3c575bda82,da6bdaa9-5bed-433e-8c7f-eb5e93e7f491,1559154600,HAN,Search,0.33,FLIGHTS,PDX,HAN,1577039400,0
1005,17126aaa-62ad-42f6-bf97-8e5897b89673,da5bfa56-211b-4141-9f41-ca7dc70472dd,1570041000,BLE,View,0.66,FLIGHTS,PY1,BLE,1577039400,136
1006,87b49eba-3e6c-4585-8e38-ff164cdb33f6,6db8cbb3-8311-4e1f-b05d-9e5f88b7e10e,1569263400,DBV,Booking,0.99,FLIGHTS,VLL,DBV,1577471400,90
1007,db17d12f-b57e-4c47-a5fa-fc3a0dfa84b7,897f10e3-5c5f-4d58-b902-249063d55388,1572719400,LDN,Booking,0.99,FLIGHTS,CDT,LDN,1575743400,133
1008,c2719f32-e2b1-4289-b1bf-b512df16b86c,10427748-b9f1-45c7-b50c-0e97fed13966,1574965800,KBZ,Search,0.33,FLIGHTS,PRO,KBZ,1577557800,0
1009,b61982db-4ac4-4d38-9f21-e8d3097fdaa7,263311b5-7fae-4b9e-96e0-162ec6abc146,1568572200,REP,Booking,0.99,FLIGHTS,JOI,REP,1576866600,93
1010,e34daa5d-fb80-416b-9bf5-5537bbfed7a6,b368503a-2516-439f-bd90-aad890575ec6,1557772200,BOD,View,0.66,FLIGHTS,ANC,BOD,1577385000,64
1011,3a82b13e-f4aa-4a26-a22c-05c965572788,3d8b32ba-057c-4a7c-b46c-813004c0e831,1568140200,AGT,Search,0.33,FLIGHTS,BZE,AGT,1576953000,0
1012,12e0a919-0b3e-4471-8faa-926fcc1f53ee,8042a6a3-f57f-48d7-abb0-838a4519fbea,1571682600,SIN,View,0.66,FLIGHTS,FLL,SIN,1575311400,124
1013,92008169-91d7-4e9f-919d-882058875aab,a94b3850-5ae1-4b56-bf6e-81d60a75d3c0,1557945000,BKK,Search,0.33,FLIGHTS,BNN,BKK,1577039400,0
1014,8f630673-631e-4981-bf4e-af479e0130fc,fc3f17b1-14d1-49a0-882d-75e09a7341a5,1562092200,MAD,Search,0.33,FLIGHTS,JDH,MAD,1576607400,0
1015,04d47ac6-9f75-4975-a1e0-bdf0d603f713,5c4fed2f-f9eb-4f93-9a9d-b210499e5700,1562005800,BNN,Booking,0.99,FLIGHTS,IGU,BNN,1577385000,131
1016,a023f786-502e-4ce9-ac2c-969aac379c22,2c00efa7-ac05-40e6-9d2c-f4f0541a6e39,1572460200,LYS,Search,0.33,FLIGHTS,PTE,LYS,1577471400,0
1017,17126aaa-62ad-42f6-bf97-8e5897b89673,d733e979-4cb7-40a8-95a6-73aa25d26341,1571250600,HJR,Booking,0.99,FLIGHTS,BLE,HJR,1576866600,111
1018,ccc9f3c0-9317-4b85-835a-58d1d29dd4f3,bbc6546c-35c8-4b21-8608-5862ac5622b0,1561919400,HAG,Booking,0.99,FLIGHTS,AML,HAG,1576607400,110
1019,17f56392-6af0-47b2-b765-d858216e65d1,387bd9ec-982e-454e-8129-3f66fae694d8,1558636200,KUL,Search,0.33,FLIGHTS,LIS,KUL,1577298600,0
1020,8d452c22-f359-4868-9020-543d2bf2adf1,7ee94c4e-d8b0-485c-8dc8-6ccec38b7224,1569781800,MRU,Search,0.33,FLIGHTS,BZE,MRU,1577125800,0
1021,e34daa5d-fb80-416b-9bf5-5537bbfed7a6,9a96bacf-78cd-4389-a9dc-8956f3d030f0,1562524200,PRO,Booking,0.99,FLIGHTS,CLA,PRO,1576693800,145
1022,dbe96a8d-ad17-4610-aba0-cea9dbb260e3,bb6c2d18-3bc9-4313-a93f-6c88ba5ed6b2,1558722600,CCU,Search,0.33,FLIGHTS,TH2,CCU,1577039400,0
1023,684111e4-f11e-44d3-8851-511589465b26,3ac32acd-d1ce-48c4-b791-088287141a35,1555871400,HYD,Booking,0.99,FLIGHTS,CLV,HYD,1577471400,112
1024,3cd57ffe-9ad1-449e-bfaf-e09a2aff7a23,88ce9b17-828c-4d1a-93b8-8d3c18b82032,1558809000,ERS,View,0.66,FLIGHTS,TPA,ERS,1575311400,90
1025,04d47ac6-9f75-4975-a1e0-bdf0d603f713,06e2eac5-4c19-4ebd-8dbc-a1ce2759c9ac,1564079400,BON,Booking,0.99,FLIGHTS,BNO,BON,1575484200,112
1026,0db87c03-93b8-4de1-94bd-0c4ff50e644a,28c777af-361d-4bab-a249-6e12d04985f7,1560882600,PSP,Booking,0.99,FLIGHTS,FNC,PSP,1576866600,129
1027,c7b82162-1d60-42b7-9dc5-39d57bb506a9,10a37f2a-5ff2-45ec-936d-e787ae898587,1572805800,TH7,View,0.66,FLIGHTS,BLN,TH7,1576521000,148
1028,63796597-a6fa-4e44-b2c3-3d2bd3f7bade,71aa304c-92ee-4374-8179-af55e0f8e93c,1564252200,SUA,Booking,0.99,FLIGHTS,BC,SUA,1576175400,60
1029,8dfd8064-c4a6-4754-bea1-8ab14d951997,3432b67b-b3a3-4b83-9779-a07ef533bdc1,1572633000,BKP,Booking,0.99,FLIGHTS,OVD,BKP,1576607400,91
1030,3806d4a4-dbe1-4adf-887b-39adbe0b8b15,5440f6a7-df89-4c78-9bcd-8d31badf8404,1565721000,BCH,Search,0.33,FLIGHTS,MPT,BCH,1576693800,0
1031,8f630673-631e-4981-bf4e-af479e0130fc,9c1394f4-a74e-43d8-a10e-3677944c86bd,1566844200,SIN,Booking,0.99,FLIGHTS,BOG,SIN,1577039400,137
1032,523977a6-3b59-4e12-bb5f-bc30c0cd77d2,d22c26cd-7c53-4644-956d-f476f1b199df,1564079400,OCJ,View,0.66,FLIGHTS,AMD,OCJ,1576607400,113
1033,28016f4a-8711-4202-a8a0-1703f69741a1,ba54f078-4a18-4c2d-92be-ec65e58e2699,1559413800,SKP,View,0.66,FLIGHTS,CJA,SKP,1576953000,102
1034,0997c076-4119-46e1-90e0-7acc29c1d606,e3addcda-48e2-4b92-9b1a-050249e2528e,1567621800,AGT,Search,0.33,FLIGHTS,CUR,AGT,1577298600,0
1035,17f56392-6af0-47b2-b765-d858216e65d1,6426cd47-df28-4f9a-8aab-150021902883,1559932200,PEL,Search,0.33,FLIGHTS,ERS,PEL,1576953000,0
1036,b61982db-4ac4-4d38-9f21-e8d3097fdaa7,e1e7c35d-e273-4929-8080-faeb83e86c49,1558117800,ICA,Search,0.33,FLIGHTS,RHO,ICA,1577125800,0
1037,5e968f61-63dd-4b81-9cb8-2825c4c999bb,e43dc6ee-5f78-42e1-af22-66b905bb1508,1573324200,HYD,View,0.66,FLIGHTS,FJR,HYD,1577471400,94
1038,c2719f32-e2b1-4289-b1bf-b512df16b86c,ab2a944c-ae05-45db-9ecd-fd5ebc9b289c,1563129000,SWD,Booking,0.99,FLIGHTS,NRT,SWD,1577385000,74
1039,c784459f-51b3-455b-b989-7f1794e1aa10,108a1a4e-379a-49a9-ba44-e9470769a132,1567535400,IBZ,Booking,0.99,FLIGHTS,MCI,IBZ,1577471400,126
1040,3ceb7dae-803a-4f92-bd3e-c4e49232aeb2,31c3812e-8417-490e-8208-19d3cfb5430b,1570041000,HUG,Search,0.33,FLIGHTS,SBZ,HUG,1576780200,0
1041,47227935-085f-4877-8573-f56a3d7717a6,0b0d25ec-8a32-4361-a5ad-321d075df313,1561141800,MDL,Booking,0.99,FLIGHTS,VAR,MDL,1577125800,91
1042,87b49eba-3e6c-4585-8e38-ff164cdb33f6,3b43023a-b011-48ff-aaaa-0f92ee484e8a,1567708200,SGN,View,0.66,FLIGHTS,JRS,SGN,1576607400,136
1043,3cd57ffe-9ad1-449e-bfaf-e09a2aff7a23,d8bc75d2-e459-44c0-8bb5-7bf65cb97181,1555525800,MIL,View,0.66,FLIGHTS,RGN,MIL,1576780200,68
1044,fb9ab1f8-a80b-49c5-a63e-55ff7f68a55c,f74f6667-5401-489e-89e5-b89dc1ed34dd,1570991400,EA2,Search,0.33,FLIGHTS,DAT,EA2,1576953000,0
1045,ba00f623-83da-41da-a534-d6b2cdca897,aec51c7e-b46a-46ee-8ceb-6b9ac89b20e6,1558549800,ON,Search,0.33,FLIGHTS,EAS,ON,1577385000,0
1046,08222a83-0c5d-4cfc-a6c5-9575311ceb90,7afba674-c37a-4e42-8649-f67e9b07ce7c,1563301800,HA2,Search,0.33,FLIGHTS,ARH,HA2,1576866600,0
1047,0db87c03-93b8-4de1-94bd-0c4ff50e644a,18955034-44c1-43d3-ba24-a01633e250ec,1562437800,EDI,Search,0.33,FLIGHTS,MRS,EDI,1577039400,0
1048,08a8bdfc-2def-4099-b71b-3df64c377c5d,a928f190-c90a-493d-8ef1-080ec5777219,1560709800,MV,Search,0.33,FLIGHTS,JM1,MV,1577471400,0
1049,12e0a919-0b3e-4471-8faa-926fcc1f53ee,5eacf37b-d374-479f-b4fb-f0c1eb04ea0b,1563215400,DXB,Booking,0.99,FLIGHTS,UST,DXB,1576261800,112
1050,e4f9909f-defe-47c0-846f-3e35ef5c4b20,81a164c8-6383-4704-b388-75bbb22aa979,1570905000,LIL,Booking,0.99,FLIGHTS,ERS,LIL,1575225000,115
1051,19b85e39-01c2-43ef-9ae9-de6858339e56,97c1bbce-c7e3-4a21-b00d-30d1664ea891,1563820200,HKK,View,0.66,FLIGHTS,LMP,HKK,1577471400,109
1052,fb9ab1f8-a80b-49c5-a63e-55ff7f68a55c,d460cf4d-a28f-47b5-8860-b3d58a764649,1574620200,CPH,Search,0.33,FLIGHTS,KYA,CPH,1576866600,0
1053,12d8c4c0-a472-4da5-950b-ce02b426d32c,dd44b18a-4ca5-4a49-acea-7488a2f6d2fc,1574706600,TUL,Search,0.33,FLIGHTS,CTG,TUL,1576089000,0
1054,12d8c4c0-a472-4da5-950b-ce02b426d32c,9dcaa844-fe9b-4bd4-b36c-97e370dc1dad,1573410600,IQT,Booking,0.99,FLIGHTS,MAU,IQT,1577557800,57
1055,dbe96a8d-ad17-4610-aba0-cea9dbb260e3,ee1b2ecb-3de7-4692-83fc-ff9b1eff15e3,1567708200,IXU,Booking,0.99,FLIGHTS,CLE,IXU,1575225000,75
1056,2c4c6df8-c7b1-4a64-a7cd-2546f829b186,14b4c13a-fa71-43f5-9868-fd32dd5cbc69,1569609000,TR1,Search,0.33,FLIGHTS,PAR,TR1,1577557800,0
1057,30fba7d2-8ee6-43f6-89a4-c685981c3675,b634d47d-b0a3-4a7e-9a97-c9ca4b7ca3f1,1563561000,ESO,Booking,0.99,FLIGHTS,INA,ESO,1577298600,97
1058,4aba02f0-d38d-4fa6-8e89-2fbdc01411da,e6b9a7ed-0236-4697-a415-a8cb313952b9,1559154600,LWO,Booking,0.99,FLIGHTS,HLK,LWO,1576866600,132
1059,8b90819a-37d6-4975-ba77-7a56c797cea2,994270bd-072e-4997-b667-3c8e10295a25,1561833000,MCY,Booking,0.99,FLIGHTS,CN6,MCY,1577125800,100
1060,395a0867-040e-4a68-88b9-3c9aaa5b094a,bb60e3d3-1840-46c0-be90-e1cc975707ea,1561746600,SYX,View,0.66,FLIGHTS,BTV,SYX,1576866600,99
1061,dbe96a8d-ad17-4610-aba0-cea9dbb260e3,88a5c329-b719-4af5-b302-ec918a0a21ef,1563042600,INA,Search,0.33,FLIGHTS,ENO,INA,1577557800,0
1062,fb9ab1f8-a80b-49c5-a63e-55ff7f68a55c,4b7bbcaa-1c64-444c-bfd9-b0fb8c279d62,1560796200,NRT,View,0.66,FLIGHTS,SCT,NRT,1577471400,104
1063,63796597-a6fa-4e44-b2c3-3d2bd3f7bade,cae0302c-b4ed-40a1-ada6-d5b523584636,1566844200,NEG,View,0.66,FLIGHTS,UG1,NEG,1577471400,111
1064,e4f9909f-defe-47c0-846f-3e35ef5c4b20,a32803c1-12c4-4363-a8f9-d2fa8324954d,1568745000,ROM,Booking,0.99,FLIGHTS,QUE,ROM,1576780200,117
1065,87b49eba-3e6c-4585-8e38-ff164cdb33f6,cf741cb3-1df7-4cea-92c7-e563d198ad2d,1573065000,SOF,Booking,0.99,FLIGHTS,PIT,SOF,1576866600,141
1066,dc964ab7-f9e4-4873-9e1e-59f4a660d443,3c38ecf4-ade0-4386-93ae-c85305acf840,1574274600,WA,Booking,0.99,FLIGHTS,RO1,WA,1577471400,103
1067,209510a3-3fe8-4124-992e-db478ef11378,fea77888-02d0-4cc3-9c3c-508ed37a803e,1570732200,AXA,Search,0.33,FLIGHTS,AYP,AXA,1576953000,0
1068,db8726a8-2a31-4885-994c-bb3c575bda82,c19185fa-cf2c-4cf2-9f5b-417f71ed1696,1556044200,NCL,Booking,0.99,FLIGHTS,UG1,NCL,1575484200,140
1069,1310863b-b43f-49d2-bad1-3d4d3b46eddb,92600796-65d9-4f61-afa1-cb25b5bc167e,1569695400,LGK,Booking,0.99,FLIGHTS,ANR,LGK,1577125800,87
1070,fb9ab1f8-a80b-49c5-a63e-55ff7f68a55c,c32d4496-1b8e-4f3c-a8a4-cb9078d6ae1a,1562437800,CEG,Search,0.33,FLIGHTS,KCT,CEG,1576089000,0
1071,7e5e2ad3-b9c9-4bfb-9c65-e6297e210a4f,db7c6388-9b70-4618-a550-aaf969c7306c,1559068200,JOZ,Search,0.33,FLIGHTS,ATH,JOZ,1576261800,0
1072,f47a94f4-47c7-4b26-8ef6-359cfd5bf7a3,e95d9189-823f-403b-afe3-a57faf1231b3,1572287400,RIX,Booking,0.99,FLIGHTS,BAV,RIX,1575484200,127
1073,2c4c6df8-c7b1-4a64-a7cd-2546f829b186,12f86853-28d0-48c8-af26-ae870235cbff,1571855400,CEB,View,0.66,FLIGHTS,BSB,CEB,1577125800,95
1074,1310863b-b43f-49d2-bad1-3d4d3b46eddb,b61f372a-3113-4042-8a44-bb71e49dee9e,1570300200,OKL,View,0.66,FLIGHTS,BZG,OKL,1576607400,133
1075,110749c7-6b27-4bfb-bb92-ab1010b73ba5,e8f8f043-c054-4cb6-8f41-d404c76b989f,1558895400,SAC,Booking,0.99,FLIGHTS,UMM,SAC,1576953000,116
1076,a4f35905-71ab-46ac-b262-ac7d93f7eb73,c272c23f-6b41-48f1-9772-201e66f4863d,1565807400,ASP,View,0.66,FLIGHTS,PUS,ASP,1577385000,120
1077,08a8bdfc-2def-4099-b71b-3df64c377c5d,0153965f-9e17-4598-b28f-048aef682a48,1572633000,BKK,Search,0.33,FLIGHTS,BUH,BKK,1576953000,0
1078,d0b939b2-da8a-4c2c-9ff8-28a7dcf7d775,7d3ebe8e-76cc-4081-b852-53c42124cf3e,1563301800,TRS,Search,0.33,FLIGHTS,RSI,TRS,1577039400,0
1079,47227935-085f-4877-8573-f56a3d7717a6,bc44e536-81f1-40da-87ee-309593c9d3fd,1573756200,XIY,Search,0.33,FLIGHTS,YQM,XIY,1577385000,0
1080,d0b939b2-da8a-4c2c-9ff8-28a7dcf7d775,b8be8460-9e48-4402-86ec-72e4dc95c8b6,1572028200,SAM,View,0.66,FLIGHTS,LXR,SAM,1576089000,121
1081,e516bc1f-c841-4710-8b00-b65963e9cb7f,6f2c51fe-1cf4-4393-8695-0894b9422de3,1561746600,MAD,View,0.66,FLIGHTS,BC,MAD,1576693800,126
1082,f47a94f4-47c7-4b26-8ef6-359cfd5bf7a3,cf34ea13-2249-47b4-b000-2018d5aea9a2,1573497000,WDR,View,0.66,FLIGHTS,SAD,WDR,1576953000,141
1083,d3c9db09-1573-47d1-b084-c41264430b5a,17e8534d-9e19-43fc-9cce-665e4e4fdc7a,1571596200,KBZ,Search,0.33,FLIGHTS,ATL,KBZ,1576953000,0
1084,e516bc1f-c841-4710-8b00-b65963e9cb7f,7b2e3cb2-ac7a-42b2-b5cb-ed9ddedbeb5e,1564425000,CTU,Search,0.33,FLIGHTS,QQY,CTU,1577125800,0
1085,fccb9b37-a702-4427-9b6e-9c6c8aba8256,cbcb217c-0ce3-411f-8007-c7adffd1e022,1567017000,DMB,Booking,0.99,FLIGHTS,KCT,DMB,1576953000,91
1086,f47a94f4-47c7-4b26-8ef6-359cfd5bf7a3,eb5e48af-66c7-43de-8eed-319bd4fb13c0,1564079400,SPR,Search,0.33,FLIGHTS,STD,SPR,1576348200,0
1087,2457520d-1da9-4da5-b87d-d837f011897d,e5ce0fbf-8120-42c5-9fa0-a621d5d0e36e,1565807400,KUL,View,0.66,FLIGHTS,OVD,KUL,1576866600,108
1088,5e968f61-63dd-4b81-9cb8-2825c4c999bb,e30c950c-b5d5-4b98-8764-232cee7b4574,1558377000,ZQN,Search,0.33,FLIGHTS,FNC,ZQN,1576693800,0
1089,4da565db-a67e-4a17-a9a6-147a5970deba,0c803da5-3a07-47c0-965e-70baa1811a32,1561228200,THS,Search,0.33,FLIGHTS,RCF,THS,1576607400,0
1090,4da565db-a67e-4a17-a9a6-147a5970deba,c78aa875-343b-4b57-b076-30f006165cdb,1564511400,HAG,Booking,0.99,FLIGHTS,AQJ,HAG,1577212200,58
1091,08a8bdfc-2def-4099-b71b-3df64c377c5d,fd70574b-2a60-4ce9-9080-b4f2a0e0afb4,1567449000,OSL,Search,0.33,FLIGHTS,HP2,OSL,1575657000,0
1092,ab6f6055-0070-47bd-8ec6-5358086426d0,a43a3fbb-530b-4a74-8797-98ca20151e80,1561833000,TOB,Booking,0.99,FLIGHTS,GKT,TOB,1575397800,54
1093,88276c52-b138-4576-8e9e-d75a05bbf1aa,dbbafa8e-8cbf-46c5-a771-85b54e4f1fb7,1567794600,REK,View,0.66,FLIGHTS,LAS,REK,1577385000,90
1094,2457520d-1da9-4da5-b87d-d837f011897d,7a4136b2-9805-4531-a0db-ba602040c816,1565289000,ZPC,Booking,0.99,FLIGHTS,NAP,ZPC,1577557800,126
1095,1310863b-b43f-49d2-bad1-3d4d3b46eddb,bda4a9e3-d85b-47f8-93c7-6dd1bdd54d5d,1564165800,LPQ,Search,0.33,FLIGHTS,ADZ,LPQ,1576780200,0
1096,5e968f61-63dd-4b81-9cb8-2825c4c999bb,f841cec1-575d-4d86-b846-b8c19841582a,1562783400,ADB,Booking,0.99,FLIGHTS,JOA,ADB,1576434600,61
1097,d244f092-ebd1-4bdd-8180-b53391fe54bd,a90e669b-5b17-45b7-8aca-7e9d8f3d2b29,1565461800,KER,Booking,0.99,FLIGHTS,BSL,KER,1576175400,73
1098,209510a3-3fe8-4124-992e-db478ef11378,eb201b91-7f1f-493a-8ce3-858765d03afb,1556303400,OBA,Booking,0.99,FLIGHTS,RO1,OBA,1576607400,59
1099,7e5e2ad3-b9c9-4bfb-9c65-e6297e210a4f,19b1253b-5c00-4c0b-8fd1-9bee2f01a846,1563820200,CWL,Search,0.33,FLIGHTS,GLA,CWL,1576607400,0
1100,629c6321-2791-4610-83da-b30c7d8cc073,acfa227a-2419-4c7d-89b2-0ec34ad84e1a,1557426600,HA2,Search,0.33,FLIGHTS,CRG,HA2,1577039400,0
1101,db17d12f-b57e-4c47-a5fa-fc3a0dfa84b7,80604abd-5fc4-4869-a527-eeb3e958d0de,1562265000,HHQ,View,0.66,FLIGHTS,YQM,HHQ,1576002600,114
1102,c11573a1-5008-42f4-b40a-43e79504624b,8bc5c3e9-a8e7-486c-810b-843bc282d995,1561314600,KER,Booking,0.99,FLIGHTS,RIX,KER,1576866600,133
1103,08222a83-0c5d-4cfc-a6c5-9575311ceb90,b8bbf4ce-c0c1-496a-a8b5-7f4e86747f82,1560018600,ORK,Search,0.33,FLIGHTS,PNH,ORK,1576953000,0
1104,629c6321-2791-4610-83da-b30c7d8cc073,b1aab1ee-b143-4ce2-bf3a-0444b6e85812,1557167400,BOJ,Search,0.33,FLIGHTS,CJU,BOJ,1577385000,0
1105,2c4c6df8-c7b1-4a64-a7cd-2546f829b186,9a721c5f-086a-4230-8af6-3e15e0c81b3d,1564165800,SPB,Search,0.33,FLIGHTS,LAX,SPB,1575743400,0
1106,d86f3c74-c0be-4b31-a239-341317ed85dd,b666f366-2e95-4036-a1ec-40b869f5a71b,1561401000,BTV,View,0.66,FLIGHTS,AUC,BTV,1576348200,109
1107,8f630673-631e-4981-bf4e-af479e0130fc,2a1e5ce4-3290-4dd6-926c-09eea38eeb57,1561401000,KUL,Booking,0.99,FLIGHTS,LXR,KUL,1577471400,113
1108,3ceb7dae-803a-4f92-bd3e-c4e49232aeb2,9a5653ad-df97-4906-936d-1bb2cc721c88,1567881000,CNS,Search,0.33,FLIGHTS,BKI,CNS,1576953000,0
1109,2d73dd2c-c5b6-4996-8fdb-e2a9d69d3b91,e94fdf52-9f25-4699-aa63-25525d6296b5,1555266600,BZI,Search,0.33,FLIGHTS,LAX,BZI,1576521000,0
1110,17bf6154-82cf-4f89-9c86-92b138495f89,2ff99667-bb61-41ed-85c3-70bf5a297f75,1568831400,MAD,View,0.66,FLIGHTS,RNP,MAD,1576521000,114
1111,2d73dd2c-c5b6-4996-8fdb-e2a9d69d3b91,233f570b-72bc-4945-96d6-6ab27e5c2819,1555266600,WUR,Search,0.33,FLIGHTS,SJO,WUR,1576953000,0
1112,db8726a8-2a31-4885-994c-bb3c575bda82,eab158b7-724b-4330-aad3-8c289785763a,1572028200,KUL,View,0.66,FLIGHTS,SIN,KUL,1577385000,83
